GeneID	Chr	Start	End	Strand	Length
ENSG00000175390.13	chr11	7970251	8001862	+	31612
ENSG00000254642.1	chr11	7977481	7977708	+	228
ENSG00000255420.1	chr11	8011278	8016489	-	5212
ENSG00000166402.8	chr11	8019244	8106112	+	86869
ENSG00000254921.1	chr11	8035446	8039718	-	4273
ENSG00000248332.6	chr11	8060038	8069373	+	9336
ENSG00000279391.1	chr11	8075573	8077781	-	2209
ENSG00000166405.14	chr11	8106093	8169055	-	62963
ENSG00000246820.2	chr11	8169167	8178903	+	9737
ENSG00000166407.13	chr11	8224304	8268716	-	44413
ENSG00000130413.15	chr11	8391868	8594289	-	202422
ENSG00000252778.1	chr11	8555016	8555146	+	131
ENSG00000166436.16	chr11	8612037	8682694	-	70658
ENSG00000254900.1	chr11	8679089	8680913	+	1825
ENSG00000166441.12	chr11	8682411	8714759	+	32349
ENSG00000200983.1	chr11	8684227	8684356	+	130
ENSG00000212607.1	chr11	8685439	8685569	+	131
ENSG00000166444.18	chr11	8693351	8910951	-	217601
ENSG00000254665.1	chr11	8693357	8696607	+	3251
ENSG00000255159.1	chr11	8768778	8810231	+	41454
ENSG00000252905.1	chr11	8845263	8845358	+	96
ENSG00000202276.1	chr11	8877417	8877518	-	102
ENSG00000166452.11	chr11	8911139	8920084	+	8946
ENSG00000176029.13	chr11	8920076	8933006	-	12931
ENSG00000176009.3	chr11	8937579	8938211	-	633
ENSG00000223080.1	chr11	8943380	8943467	-	88
ENSG00000175348.10	chr11	8947294	8965011	-	17718
ENSG00000254860.5	chr11	8964675	8977527	+	12853
ENSG00000175352.10	chr11	8980576	9004049	-	23474
ENSG00000253973.2	chr11	9004162	9065154	+	60993
ENSG00000175356.12	chr11	9020391	9138114	-	117724
ENSG00000264984.1	chr11	9090312	9090379	-	68
ENSG00000213538.5	chr11	9094377	9095890	+	1514
ENSG00000184014.7	chr11	9138825	9265390	-	126566
ENSG00000255097.1	chr11	9242448	9245509	-	3062
ENSG00000273725.1	chr11	9279532	9279816	-	285
ENSG00000166471.10	chr11	9280654	9314780	-	34127
ENSG00000254884.1	chr11	9311284	9311689	-	406
ENSG00000205339.9	chr11	9384622	9448126	+	63505
ENSG00000201998.1	chr11	9428773	9428954	+	182
ENSG00000254397.1	chr11	9430356	9433486	-	3131
ENSG00000268403.2	chr11	9459556	9460702	-	1147
ENSG00000166478.9	chr11	9460319	9528524	+	68206
ENSG00000166483.10	chr11	9573681	9593457	+	19777
ENSG00000238387.1	chr11	9578028	9578131	+	104
ENSG00000243964.1	chr11	9606142	9606609	+	468
ENSG00000255463.1	chr11	9631008	9631359	-	352
ENSG00000239470.3	chr11	9660438	9660920	+	483
ENSG00000133789.14	chr11	9664077	9752991	+	88915
ENSG00000201564.1	chr11	9680924	9681238	+	315
ENSG00000245522.2	chr11	9754770	9759533	-	4764
ENSG00000246273.6	chr11	9758292	9811319	+	53028
ENSG00000133812.15	chr11	9778667	10294207	-	515541
ENSG00000255476.1	chr11	9839143	9929263	+	90121
ENSG00000252568.1	chr11	9843815	9843876	-	62
ENSG00000254765.1	chr11	9958744	9959790	-	1047
ENSG00000254865.1	chr11	10149192	10165109	+	15918
ENSG00000254719.1	chr11	10272052	10272259	-	208
ENSG00000254554.1	chr11	10302657	10303704	-	1048
ENSG00000148926.9	chr11	10304680	10307397	+	2718
ENSG00000133805.15	chr11	10308313	10507579	+	199267
ENSG00000221574.1	chr11	10399192	10399317	-	126
ENSG00000255823.4	chr11	10507887	10509189	-	1303
ENSG00000283813.1	chr11	10508270	10508326	-	57
ENSG00000110315.6	chr11	10511678	10541230	-	29553
ENSG00000177112.7	chr11	10541272	10599932	+	58661
ENSG00000133800.8	chr11	10556966	10611689	-	54724
ENSG00000072952.18	chr11	10573091	10693988	-	120898
ENSG00000206858.1	chr11	10725903	10726004	+	102
ENSG00000198730.8	chr11	10750987	10801625	+	50639
ENSG00000110321.16	chr11	10797050	10809110	-	12061
ENSG00000238622.1	chr11	10801467	10801608	-	142
ENSG00000246308.1	chr11	10809297	10822931	+	13635
ENSG00000236287.7	chr11	10812074	10858796	-	46723
ENSG00000247271.6	chr11	10858259	10906802	+	48544
ENSG00000250041.2	chr11	10884885	10899322	-	14438
ENSG00000254401.1	chr11	11117854	11183611	+	65758
ENSG00000254957.1	chr11	11135482	11137658	+	2177
ENSG00000270897.1	chr11	11182107	11182413	-	307
ENSG00000255123.1	chr11	11239759	11240280	+	522
ENSG00000255260.1	chr11	11243188	11243715	-	528
ENSG00000110328.5	chr11	11270876	11622005	-	351130
ENSG00000254598.2	chr11	11351942	11353357	-	1416
ENSG00000255351.1	chr11	11352426	11353307	+	882
ENSG00000255462.1	chr11	11570084	11573782	+	3699
ENSG00000266645.1	chr11	11656651	11656722	-	72
ENSG00000280288.1	chr11	11725332	11726702	-	1371
ENSG00000255309.1	chr11	11759101	11759433	-	333
ENSG00000278529.1	chr11	11783135	11783222	-	88
ENSG00000170242.17	chr11	11841423	11959323	+	117901
ENSG00000255492.1	chr11	11856490	11856859	-	370
ENSG00000050165.17	chr11	11963106	12009769	-	46664
ENSG00000254486.1	chr11	12030875	12061785	+	30911
ENSG00000254991.1	chr11	12066929	12073014	+	6086
ENSG00000255400.1	chr11	12086891	12089441	+	2551
ENSG00000133816.14	chr11	12094008	12359144	+	265137
ENSG00000275373.1	chr11	12163683	12163767	+	85
ENSG00000254680.1	chr11	12261426	12263173	-	1748
ENSG00000254983.1	chr11	12303533	12308216	+	4684
ENSG00000197702.11	chr11	12377185	12530801	+	153617
ENSG00000254847.1	chr11	12538083	12540967	-	2885
ENSG00000187079.16	chr11	12674591	12944483	+	269893
ENSG00000254688.1	chr11	12822435	12823667	-	1233
ENSG00000255067.1	chr11	12848795	12849433	+	639
ENSG00000252329.1	chr11	12904817	12904988	-	172
ENSG00000203258.3	chr11	12921186	12922925	-	1740
ENSG00000251381.7	chr11	12961842	12989548	-	27707
ENSG00000254670.1	chr11	13001090	13009159	-	8070
ENSG00000189431.7	chr11	13009577	13012106	+	2530
ENSG00000255558.1	chr11	13054615	13134839	-	80225
ENSG00000255018.1	chr11	13152200	13152348	+	149
ENSG00000133794.17	chr11	13276652	13387266	+	110615
ENSG00000222162.1	chr11	13353208	13353523	+	316
ENSG00000148925.10	chr11	13388001	13463297	-	75297
ENSG00000254583.1	chr11	13478333	13479037	+	705
ENSG00000255401.1	chr11	13488612	13489390	+	779
ENSG00000152266.6	chr11	13492055	13496181	-	4127
ENSG00000228901.3	chr11	13610363	13610771	-	409
ENSG00000197601.12	chr11	13668670	13732346	+	63677
ENSG00000254791.1	chr11	13669327	13670149	+	823
ENSG00000240454.1	chr11	13685499	13685656	-	158
ENSG00000200685.1	chr11	13686550	13686658	-	109
ENSG00000255075.1	chr11	13756027	13757560	+	1534
ENSG00000255088.1	chr11	13758111	13758345	-	235
ENSG00000255411.1	chr11	13785390	13848002	+	62613
ENSG00000254927.1	chr11	13826843	13879499	-	52657
ENSG00000254930.1	chr11	13844862	13870616	-	25755
ENSG00000201856.1	chr11	13907484	13907590	-	107
ENSG00000254438.1	chr11	13921450	13924863	-	3414
ENSG00000262655.3	chr11	13962689	14267884	+	305196
ENSG00000212365.1	chr11	14134986	14135100	+	115
ENSG00000254418.1	chr11	14262846	14273691	-	10846
ENSG00000133818.13	chr11	14277926	14364506	-	86581
ENSG00000255074.1	chr11	14440787	14441677	+	891
ENSG00000129083.12	chr11	14443440	14500027	-	56588
ENSG00000251991.1	chr11	14478892	14478953	+	62
ENSG00000256206.2	chr11	14493783	14520344	-	26562
ENSG00000129084.17	chr11	14504874	14643635	-	138762
ENSG00000152270.8	chr11	14643723	14872044	+	228322
ENSG00000255040.1	chr11	14673606	14674555	-	950
ENSG00000186104.10	chr11	14877440	14892252	-	14813
ENSG00000175868.13	chr11	14904997	15082342	+	177346
ENSG00000253179.1	chr11	14907518	14907986	+	469
ENSG00000110680.12	chr11	14966668	14972354	-	5687
ENSG00000250640.2	chr11	14987671	14988694	-	1024
ENSG00000188487.11	chr11	15112424	15247208	+	134785
ENSG00000253072.1	chr11	15481808	15481893	-	86
ENSG00000254946.1	chr11	15552855	15591098	+	38244
ENSG00000254789.2	chr11	15571819	15622403	-	50585
ENSG00000254695.1	chr11	15643885	15705368	+	61484
ENSG00000254645.1	chr11	15701963	15758898	-	56936
ENSG00000254661.2	chr11	15910957	15927443	+	16487
ENSG00000110693.17	chr11	15966449	16739591	-	773143
ENSG00000284094.1	chr11	15969533	15969621	-	89
ENSG00000254878.1	chr11	16023190	16031515	+	8326
ENSG00000213785.3	chr11	16484084	16484671	-	588
ENSG00000241943.2	chr11	16576851	16577135	+	285
ENSG00000110696.9	chr11	16613132	16756881	+	143750
ENSG00000166689.15	chr11	16777317	17014443	-	237127
ENSG00000199883.1	chr11	16842253	16842587	+	335
ENSG00000244398.1	chr11	16974693	16975013	-	321
ENSG00000184669.8	chr11	17013998	17053024	+	39027
ENSG00000110700.6	chr11	17074389	17077787	-	3399
ENSG00000272034.1	chr11	17074654	17074744	-	91
ENSG00000201403.1	chr11	17075779	17075868	-	90
ENSG00000011405.13	chr11	17077730	17207983	-	130254
ENSG00000201586.1	chr11	17115652	17115763	-	112
ENSG00000240808.1	chr11	17137976	17138265	-	290
ENSG00000213779.4	chr11	17193489	17194308	+	820
ENSG00000070081.16	chr11	17208153	17349980	+	141828
ENSG00000197149.5	chr11	17228279	17229151	+	873
ENSG00000188211.8	chr11	17351726	17377341	+	25616
ENSG00000260196.1	chr11	17380649	17383531	+	2883
ENSG00000187486.5	chr11	17385859	17389331	-	3473
ENSG00000006071.13	chr11	17392498	17476879	-	84382
ENSG00000255035.2	chr11	17435672	17436181	-	510
ENSG00000006611.15	chr11	17493895	17544416	-	50522
ENSG00000188162.10	chr11	17547373	17647150	+	99778
ENSG00000254586.1	chr11	17695022	17697471	+	2450
ENSG00000255335.1	chr11	17695267	17696940	-	1674
ENSG00000129152.3	chr11	17719568	17722131	+	2564
ENSG00000129159.7	chr11	17734774	17856804	+	122031
ENSG00000129158.10	chr11	17788048	18013162	-	225115
ENSG00000255448.1	chr11	18000542	18022931	-	22390
ENSG00000129167.9	chr11	18017564	18042426	-	24863
ENSG00000166788.9	chr11	18069935	18106091	-	36157
ENSG00000255254.1	chr11	18106583	18106841	+	259
ENSG00000166787.3	chr11	18112472	18116132	-	3661
ENSG00000179826.6	chr11	18120955	18138480	+	17526
ENSG00000255470.1	chr11	18140186	18189495	-	49310
ENSG00000254857.1	chr11	18153277	18154255	+	979
ENSG00000179817.5	chr11	18172837	18174280	+	1444
ENSG00000255138.1	chr11	18189000	18189621	+	622
ENSG00000254546.1	chr11	18196657	18197337	+	681
ENSG00000189332.5	chr11	18209138	18214562	+	5425
ENSG00000148965.9	chr11	18231349	18236893	-	5545
ENSG00000255071.3	chr11	18231423	18248635	-	17213
ENSG00000134339.8	chr11	18239223	18248643	-	9421
ENSG00000200336.1	chr11	18248389	18248506	-	118
ENSG00000212789.4	chr11	18261982	18263091	+	1110
ENSG00000173432.10	chr11	18266174	18269977	+	3804
ENSG00000201695.1	chr11	18266393	18266510	+	118
ENSG00000110756.17	chr11	18278668	18322198	-	43531
ENSG00000110768.11	chr11	18322295	18367044	+	44750
ENSG00000264603.1	chr11	18387787	18387860	+	74
ENSG00000134333.13	chr11	18394388	18408425	+	14038
ENSG00000256006.1	chr11	18405609	18406731	+	1123
ENSG00000166796.11	chr11	18412307	18452058	+	39752
ENSG00000256734.1	chr11	18450112	18450868	-	757
ENSG00000166800.9	chr11	18455824	18479600	+	23777
ENSG00000074319.12	chr11	18468336	18527232	-	58897
ENSG00000256464.1	chr11	18490243	18490955	-	713
ENSG00000256588.1	chr11	18507608	18508820	-	1213
ENSG00000256361.1	chr11	18511043	18511475	-	433
ENSG00000151116.16	chr11	18529609	18588747	-	59139
ENSG00000274589.1	chr11	18538885	18539189	+	305
ENSG00000247595.4	chr11	18588781	18610255	+	21475
ENSG00000256282.1	chr11	18595459	18599683	-	4225
ENSG00000279837.1	chr11	18601882	18602649	+	768
ENSG00000179119.14	chr11	18606401	18634791	-	28391
ENSG00000257043.1	chr11	18665050	18665548	+	499
ENSG00000151117.8	chr11	18693122	18704785	+	11664
ENSG00000179057.13	chr11	18704305	18726230	-	21926
ENSG00000254966.1	chr11	18706537	18740568	+	34032
ENSG00000110786.17	chr11	18727928	18792721	-	64794
ENSG00000276789.1	chr11	18836304	18837081	+	778
ENSG00000254529.1	chr11	18863558	18864509	-	952
ENSG00000255511.1	chr11	18870989	18873462	-	2474
ENSG00000254541.1	chr11	18886933	18887920	-	988
ENSG00000255536.1	chr11	18910436	18911396	-	961
ENSG00000170255.7	chr11	18933813	18939507	-	5695
ENSG00000255244.1	chr11	18934985	18939721	+	4737
ENSG00000254738.1	chr11	18956055	18957015	-	961
ENSG00000254720.1	chr11	18971746	18972703	-	958
ENSG00000255424.1	chr11	19029697	19030438	-	742
ENSG00000183695.2	chr11	19054455	19060681	-	6227
ENSG00000177054.13	chr11	19117099	19176422	+	59324
ENSG00000129170.8	chr11	19182030	19210573	-	28544
ENSG00000255308.1	chr11	19196775	19281426	+	84652
ENSG00000129173.12	chr11	19224063	19241620	-	17558
ENSG00000254544.1	chr11	19274540	19275269	-	730
ENSG00000255160.5	chr11	19299883	19308358	+	8476
ENSG00000166833.19	chr11	19350724	20121598	+	770875
ENSG00000255270.1	chr11	19380484	19385014	+	4531
ENSG00000200687.1	chr11	19401872	19401981	-	110
ENSG00000255043.1	chr11	19502672	19507229	-	4558
ENSG00000254622.1	chr11	19510890	19519896	-	9007
ENSG00000265210.1	chr11	19575310	19575372	+	63
ENSG00000207407.1	chr11	19591156	19591291	-	136
ENSG00000270607.1	chr11	19710934	19712619	-	1686
ENSG00000264309.1	chr11	19760004	19760083	-	80
ENSG00000254542.1	chr11	19978699	19981337	-	2639
ENSG00000254453.1	chr11	20043846	20049303	-	5458
ENSG00000254894.1	chr11	20119684	20120632	-	949
ENSG00000279266.1	chr11	20131730	20135465	+	3736
ENSG00000109851.6	chr11	20156155	20160613	-	4459
ENSG00000109854.13	chr11	20363685	20383783	+	20099
ENSG00000185238.12	chr11	20387530	20509294	+	121765
ENSG00000255291.2	chr11	20574186	20575042	+	857
ENSG00000165970.11	chr11	20599400	20659285	+	59886
ENSG00000165973.18	chr11	20669551	21575681	+	906131
ENSG00000254906.1	chr11	20670425	20671297	-	873
ENSG00000201059.1	chr11	21000881	21000997	-	117
ENSG00000254816.1	chr11	21169748	21170137	+	390
ENSG00000255167.1	chr11	21260061	21262570	-	2510
ENSG00000225477.3	chr11	21283779	21284955	+	1177
ENSG00000252816.1	chr11	21383801	21383909	-	109
ENSG00000254820.1	chr11	22113448	22117001	+	3554
ENSG00000171714.10	chr11	22193176	22283357	+	90182
ENSG00000255372.1	chr11	22261209	22262256	-	1048
ENSG00000254768.5	chr11	22283730	22338245	-	54516
ENSG00000091664.7	chr11	22338097	22379503	+	41407
ENSG00000254540.1	chr11	22361213	22362294	-	1082
ENSG00000255323.5	chr11	22445688	22492019	-	46332
ENSG00000255357.1	chr11	22492112	22502846	+	10735
ENSG00000183161.4	chr11	22622519	22626787	-	4269
ENSG00000148935.10	chr11	22625642	22813055	+	187414
ENSG00000222427.1	chr11	22688351	22688435	+	85
ENSG00000198168.8	chr11	22813799	22830299	-	16501
ENSG00000246225.6	chr11	22829380	22945393	+	116014
ENSG00000255359.2	chr11	22846931	22860426	-	13496
ENSG00000255418.5	chr11	23164900	23203161	+	38262
ENSG00000271491.1	chr11	23370116	23377644	-	7529
ENSG00000255293.1	chr11	23403805	23406103	+	2299
ENSG00000275868.1	chr11	23419105	23419190	-	86
ENSG00000254564.1	chr11	23431677	23431799	+	123
ENSG00000254465.1	chr11	23478068	23480430	+	2363
ENSG00000240881.1	chr11	23520322	23521202	+	881
ENSG00000255193.1	chr11	23730588	23796970	+	66383
ENSG00000254861.1	chr11	23761330	23804598	-	43269
ENSG00000252519.1	chr11	23849778	23849882	+	105
ENSG00000277803.1	chr11	23886135	23893557	+	7423
ENSG00000254594.5	chr11	24235477	24262218	-	26742
ENSG00000207252.1	chr11	24455911	24456010	+	100
ENSG00000187398.11	chr11	24496970	25082631	+	585662
ENSG00000255489.1	chr11	24701275	24701575	+	301
ENSG00000255368.1	chr11	25140533	25141023	-	491
ENSG00000240298.3	chr11	25588475	25588795	-	321
ENSG00000255454.1	chr11	25630720	25631041	+	322
ENSG00000254456.5	chr11	25734770	25781758	+	46989
ENSG00000254754.1	chr11	25924188	25926808	+	2621
ENSG00000255086.1	chr11	26045987	26047598	+	1612
ENSG00000255243.1	chr11	26189123	26208347	+	19225
ENSG00000254819.1	chr11	26285711	26288007	-	2297
ENSG00000134343.12	chr11	26309599	26663288	+	353690
ENSG00000255505.1	chr11	26427051	26427412	+	362
ENSG00000169550.12	chr11	26559033	26572233	-	13201
ENSG00000148942.14	chr11	26667019	26723427	-	56409
ENSG00000176971.3	chr11	26994184	26996121	+	1938
ENSG00000129151.8	chr11	27040725	27127809	+	87085
ENSG00000254560.5	chr11	27047186	27220113	-	172928
ENSG00000109881.16	chr11	27330827	27363868	-	33042
ENSG00000205213.13	chr11	27365961	27472775	-	106815
ENSG00000254862.5	chr11	27471729	27482433	+	10705
ENSG00000242527.1	chr11	27483850	27484128	+	279
ENSG00000148943.11	chr11	27494576	27506773	-	12198
ENSG00000245573.7	chr11	27506838	27698174	+	191337
ENSG00000278483.1	chr11	27514970	27515047	-	78
ENSG00000212289.1	chr11	27521605	27521726	-	122
ENSG00000240036.4	chr11	27581680	27582055	+	376
ENSG00000254934.5	chr11	27617626	27634627	-	17002
ENSG00000176697.18	chr11	27654893	27722058	-	67166
ENSG00000255496.1	chr11	27696312	27877648	-	181337
ENSG00000177447.6	chr11	27806443	27806996	+	554
ENSG00000224411.3	chr11	27888838	27891033	-	2196
ENSG00000255094.1	chr11	27978669	28019575	-	40907
ENSG00000121621.6	chr11	28020620	28108308	-	87689
ENSG00000207874.1	chr11	28056815	28056910	+	96
ENSG00000169519.20	chr11	28108248	28527041	+	418794
ENSG00000271332.1	chr11	28144907	28145204	-	298
ENSG00000222385.1	chr11	28261194	28261519	-	326
ENSG00000238149.1	chr11	28287235	28287625	-	391
ENSG00000273912.1	chr11	28477481	28477548	-	68
ENSG00000254606.1	chr11	28516832	28519341	+	2510
ENSG00000248990.1	chr11	28679183	28683469	+	4287
ENSG00000249867.5	chr11	28702615	29063821	+	361207
ENSG00000272882.1	chr11	28986635	28987498	+	864
ENSG00000254526.1	chr11	29159956	29266734	+	106779
ENSG00000255450.1	chr11	29275655	29276565	+	911
ENSG00000254530.1	chr11	29335878	29594295	-	258418
ENSG00000255281.1	chr11	29391525	29393844	+	2320
ENSG00000255227.1	chr11	29445487	29457393	+	11907
ENSG00000255029.1	chr11	29519076	29552639	+	33564
ENSG00000255117.5	chr11	29594918	29630664	+	35747
ENSG00000255047.1	chr11	29668886	29669628	-	743
ENSG00000254734.1	chr11	29713909	29881714	+	167806
ENSG00000243505.3	chr11	29721399	29721684	-	286
ENSG00000240554.1	chr11	29725764	29726565	+	802
ENSG00000261340.1	chr11	29980113	29982392	-	2280
ENSG00000182255.6	chr11	30009741	30017023	-	7283
ENSG00000254532.1	chr11	30044058	30084343	-	40286
ENSG00000255288.1	chr11	30167163	30167306	+	144
ENSG00000131808.10	chr11	30231016	30235261	+	4246
ENSG00000152219.4	chr11	30323051	30338227	+	15177
ENSG00000242353.1	chr11	30368148	30368646	+	499
ENSG00000066382.16	chr11	30384493	30586872	-	202380
ENSG00000255480.1	chr11	30425552	30429268	+	3717
ENSG00000254489.1	chr11	30584130	30630508	+	46379
ENSG00000170959.14	chr11	30830369	31369810	-	539442
ENSG00000255370.1	chr11	31280672	31280987	-	316
ENSG00000255525.1	chr11	31305685	31314548	+	8864
ENSG00000170946.14	chr11	31369840	31431849	+	62010
ENSG00000148950.9	chr11	31432401	31509645	-	77245
ENSG00000109911.18	chr11	31509700	31790328	+	280629
ENSG00000228061.5	chr11	31637328	31767953	-	130626
ENSG00000007372.22	chr11	31784779	31818062	-	33284
ENSG00000281880.2	chr11	31812307	32002405	+	190099
ENSG00000285283.1	chr11	31812391	32104665	+	292275
ENSG00000254584.1	chr11	32035981	32041318	-	5338
ENSG00000254836.1	chr11	32052843	32053260	-	418
ENSG00000254627.1	chr11	32064912	32072173	+	7262
ENSG00000212551.2	chr11	32081764	32081973	+	210
ENSG00000255490.1	chr11	32085111	32085712	+	602
ENSG00000049449.9	chr11	32090904	32105755	+	14852
ENSG00000255252.3	chr11	32097143	32105091	-	7949
ENSG00000227160.3	chr11	32112049	32343409	-	231361
ENSG00000255375.1	chr11	32132699	32143579	+	10881
ENSG00000184937.13	chr11	32387775	32435630	-	47856
ENSG00000183242.11	chr11	32435518	32458769	+	23252
ENSG00000278822.1	chr11	32435738	32435846	+	109
ENSG00000273677.1	chr11	32436311	32436447	+	137
ENSG00000278045.1	chr11	32436797	32437030	+	234
ENSG00000276530.1	chr11	32439086	32439206	+	121
ENSG00000273908.1	chr11	32439716	32440009	+	294
ENSG00000277119.1	chr11	32440109	32440383	+	275
ENSG00000149100.12	chr11	32583798	32606262	+	22465
ENSG00000270903.1	chr11	32591793	32592771	-	979
ENSG00000186714.12	chr11	32602246	32794658	-	192413
ENSG00000244535.1	chr11	32758268	32758614	+	347
ENSG00000135378.3	chr11	32829943	32858123	+	28181
ENSG00000060749.14	chr11	32893178	32993316	+	100139
ENSG00000200615.1	chr11	33004250	33004345	-	96
ENSG00000121690.10	chr11	33015864	33033582	+	17719
ENSG00000176148.15	chr11	33039417	33105943	+	66527
ENSG00000213713.3	chr11	33075566	33076460	-	895
ENSG00000280798.1	chr11	33076149	33079454	+	3306
ENSG00000176102.11	chr11	33077188	33162371	-	85184
ENSG00000247151.6	chr11	33161657	33191598	+	29942
ENSG00000206808.1	chr11	33171381	33171490	-	110
ENSG00000241950.1	chr11	33190062	33190503	-	442
ENSG00000200485.1	chr11	33196547	33196637	-	91
ENSG00000241255.1	chr11	33237008	33237409	+	402
ENSG00000110422.11	chr11	33256672	33357023	+	100352
ENSG00000110427.15	chr11	33376466	33674102	+	297637
ENSG00000254537.1	chr11	33403216	33403605	+	390
ENSG00000255207.1	chr11	33450646	33450943	+	298
ENSG00000255202.1	chr11	33665220	33696701	-	31482
ENSG00000205177.6	chr11	33698261	33700801	-	2541
ENSG00000284969.1	chr11	33698261	33722467	-	24207
ENSG00000085063.15	chr11	33703010	33736491	-	33482
ENSG00000110429.13	chr11	33740939	33774543	-	33605
ENSG00000254508.5	chr11	33774699	33775670	+	972
ENSG00000255272.1	chr11	33776188	33779495	+	3308
ENSG00000255161.1	chr11	33787054	33787795	-	742
ENSG00000255169.1	chr11	33804768	33805641	+	874
ENSG00000254619.1	chr11	33810145	33811178	+	1034
ENSG00000255133.1	chr11	33814877	33822095	-	7219
ENSG00000135363.11	chr11	33858576	33892289	-	33714
ENSG00000184566.3	chr11	33880643	33881800	+	1158
ENSG00000135387.20	chr11	34051683	34101156	+	49474
ENSG00000135372.8	chr11	34105602	34147670	+	42069
ENSG00000166016.5	chr11	34150988	34358008	-	207021
ENSG00000201867.1	chr11	34189174	34189275	+	102
ENSG00000254708.1	chr11	34335118	34336003	-	886
ENSG00000220204.1	chr11	34404663	34404949	-	287
ENSG00000216708.1	chr11	34430880	34431649	+	770
ENSG00000121691.4	chr11	34438925	34472062	+	33138
ENSG00000135374.9	chr11	34478793	34513805	-	35013
ENSG00000255271.1	chr11	34533014	34557924	-	24911
ENSG00000255427.1	chr11	34570876	34573982	+	3107
ENSG00000135373.12	chr11	34621093	34661057	+	39965
ENSG00000271369.1	chr11	34709600	34710161	+	562
ENSG00000270491.1	chr11	34742906	34743199	+	294
ENSG00000149089.12	chr11	34853094	34916499	-	63406
ENSG00000110435.11	chr11	34915829	35020591	+	104763
ENSG00000251862.2	chr11	34941837	34941920	+	84
ENSG00000255521.1	chr11	35132655	35138032	-	5378
ENSG00000026508.18	chr11	35138870	35232402	+	93533
ENSG00000255443.1	chr11	35210343	35214985	-	4643
ENSG00000251194.2	chr11	35212550	35214007	+	1458
ENSG00000110436.12	chr11	35251205	35420063	-	168859
ENSG00000255004.1	chr11	35281813	35286009	+	4197
ENSG00000215380.2	chr11	35374265	35374474	+	210
ENSG00000255542.1	chr11	35419057	35421002	+	1946
ENSG00000149090.11	chr11	35431823	35530300	-	98478
ENSG00000254669.1	chr11	35579430	35585310	-	5881
ENSG00000179431.6	chr11	35618419	35620868	+	2450
ENSG00000254686.2	chr11	35656694	35661339	+	4646
ENSG00000166326.6	chr11	35662805	35818007	+	155203
ENSG00000186082.9	chr11	35860249	35861498	-	1250
ENSG00000254919.1	chr11	35915051	35918739	-	3689
ENSG00000179241.12	chr11	35943981	36232136	+	288156
ENSG00000254672.1	chr11	35967010	35968676	-	1667
ENSG00000255256.1	chr11	35972428	35989007	+	16580
ENSG00000241228.1	chr11	35997226	35997675	-	450
ENSG00000263389.1	chr11	36010098	36010204	+	107
ENSG00000280321.1	chr11	36196248	36197901	+	1654
ENSG00000110442.11	chr11	36269284	36289449	-	20166
ENSG00000135362.13	chr11	36296288	36465204	+	168917
ENSG00000254566.1	chr11	36321158	36323440	-	2283
ENSG00000255186.1	chr11	36386521	36388250	+	1730
ENSG00000255060.1	chr11	36425447	36426122	-	676
ENSG00000175104.14	chr11	36487027	36510272	-	23246
ENSG00000280331.1	chr11	36510361	36510537	+	177
ENSG00000166349.9	chr11	36510709	36593156	+	82448
ENSG00000175097.7	chr11	36575574	36598279	-	22706
ENSG00000166352.15	chr11	36594493	36659290	+	64798
ENSG00000254498.1	chr11	36696317	36697867	+	1551
ENSG00000251838.1	chr11	37702125	37702220	-	96
ENSG00000242834.1	chr11	37725666	37726456	+	791
ENSG00000254516.1	chr11	37938601	37954663	+	16063
ENSG00000279004.1	chr11	38013510	38014141	-	632
ENSG00000254784.1	chr11	38211389	38212799	+	1411
ENSG00000255477.1	chr11	38498995	38500186	+	1192
ENSG00000255175.5	chr11	38618264	38646356	-	28093
ENSG00000254562.5	chr11	38646476	38674241	+	27766
ENSG00000240975.1	chr11	39161453	39161967	+	515
ENSG00000201591.1	chr11	39261107	39261213	+	107
ENSG00000270588.1	chr11	39873782	39874388	+	607
ENSG00000255347.1	chr11	40083710	40084517	-	808
ENSG00000279675.1	chr11	40107244	40112599	-	5356
ENSG00000148948.7	chr11	40114203	41459773	-	1345571
ENSG00000206806.1	chr11	40351564	40351672	+	109
ENSG00000254579.1	chr11	40445304	40447141	-	1838
ENSG00000252922.1	chr11	41122907	41123012	-	106
ENSG00000255132.1	chr11	41394595	41426504	+	31910
ENSG00000255388.5	chr11	41518895	41714448	-	195554
ENSG00000242729.1	chr11	41538434	41538986	+	553
ENSG00000255563.1	chr11	41660030	41660221	+	192
ENSG00000255171.5	chr11	41714568	41836442	+	121875
ENSG00000254668.1	chr11	41797543	41797964	+	422
ENSG00000255279.1	chr11	41855920	41875997	+	20078
ENSG00000254822.1	chr11	41876634	41877078	+	445
ENSG00000255300.5	chr11	41993385	42163851	-	170467
ENSG00000255109.5	chr11	42183292	42253712	-	70421
ENSG00000254914.1	chr11	42939775	42939998	+	224
ENSG00000271028.1	chr11	43063637	43065932	-	2296
ENSG00000254725.1	chr11	43065686	43066076	-	391
ENSG00000251557.2	chr11	43120762	43269393	-	148632
ENSG00000166181.12	chr11	43311963	43344529	+	32567
ENSG00000254907.1	chr11	43328748	43359296	-	30549
ENSG00000252652.1	chr11	43331261	43331356	+	96
ENSG00000052841.14	chr11	43358932	43494933	+	136002
ENSG00000255340.1	chr11	43378882	43385671	-	6790
ENSG00000254577.1	chr11	43390283	43395495	+	5213
